step,sensor,pos_x,pos_y,pos_z,ori_l,ori_i,ori_j,ori_k,vel_a,vel_b,vel_c
77923,IMU,-1255.466471,1756.167394,1744.837252,0.107293,0.209244,-0.962237,-0.137134,-4.960517,3.174397,3.010842
77924,IMU,-1255.516076,1756.199139,1744.867356,0.107289,0.209334,-0.962217,-0.137139,-4.960546,3.174607,3.009981
77925,IMU,-1255.565680,1756.230888,1744.897457,0.107265,0.209308,-0.962219,-0.137181,-4.960340,3.175254,3.010221
77926,DEPTH,-1255.565414,1756.230891,1744.897837,0.107256,0.209312,-0.962225,-0.137162,-4.960332,3.175255,3.010365
77927,IMU,-1255.615015,1756.262648,1744.927941,0.107200,0.209321,-0.962224,-0.137178,-4.959679,3.176181,3.010354
77928,IMU,-1255.664610,1756.294409,1744.958043,0.107273,0.209271,-0.962221,-0.137222,-4.959461,3.176049,3.009962
77929,IMU,-1255.714202,1756.326169,1744.988144,0.107260,0.209167,-0.962247,-0.137209,-4.958918,3.175883,3.010257
77930,DEPTH,-1255.715424,1756.326149,1744.986401,0.107297,0.209151,-0.962221,-0.137294,-4.958955,3.175879,3.009596
77931,IMU,-1255.765013,1756.357911,1745.016500,0.107290,0.209058,-0.962254,-0.137300,-4.958848,3.176481,3.010081
77932,IMU,-1255.814600,1756.389672,1745.046596,0.107229,0.208992,-0.962275,-0.137299,-4.958628,3.175683,3.009143
77933,IMU,-1255.864190,1756.421435,1745.076685,0.107164,0.208922,-0.962290,-0.137354,-4.959373,3.176970,3.008715
77934,DEPTH,-1255.864215,1756.421434,1745.076649,0.107165,0.208921,-0.962289,-0.137356,-4.959373,3.176970,3.008701
77935,IMU,-1255.913807,1756.453204,1745.106735,0.107129,0.208974,-0.962277,-0.137390,-4.959022,3.176918,3.008469
77936,IMU,-1255.963401,1756.484975,1745.136822,0.107149,0.208967,-0.962266,-0.137466,-4.959775,3.177449,3.008961
77937,IMU,-1256.012998,1756.516749,1745.166910,0.107177,0.208936,-0.962279,-0.137398,-4.959500,3.177216,3.008655
77938,DEPTH,-1256.012807,1756.516754,1745.167182,0.107171,0.208939,-0.962283,-0.137386,-4.959495,3.177217,3.008758
77939,IMU,-1256.062405,1756.548526,1745.197270,0.107198,0.208882,-0.962283,-0.137433,-4.959989,3.177197,3.008944
77940,IMU,-1256.112002,1756.580297,1745.227360,0.107126,0.208864,-0.962290,-0.137469,-4.959458,3.176879,3.008961
77941,IMU,-1256.161595,1756.612069,1745.257445,0.107152,0.208934,-0.962271,-0.137473,-4.959142,3.177644,3.008024
77942,DEPTH,-1256.162279,1756.612045,1745.256466,0.107172,0.208925,-0.962257,-0.137518,-4.959162,3.177641,3.007652
77943,IMU,-1256.211870,1756.643822,1745.286543,0.107148,0.208932,-0.962269,-0.137498,-4.959040,3.177800,3.007621
77944,IMU,-1256.261460,1756.675598,1745.316624,0.107155,0.208977,-0.962257,-0.137507,-4.958916,3.177310,3.008617
77945,IMU,-1256.311048,1756.707369,1745.346709,0.107079,0.208988,-0.962264,-0.137501,-4.958667,3.176897,3.008466
77946,DEPTH,-1256.311576,1756.707347,1745.345951,0.107093,0.208982,-0.962253,-0.137535,-4.958682,3.176894,3.008178
77947,IMU,-1256.361166,1756.739119,1745.376037,0.107028,0.209003,-0.962259,-0.137550,-4.959276,3.177648,3.009100
77948,IMU,-1256.410760,1756.770894,1745.406133,0.106981,0.209018,-0.962252,-0.137617,-4.959421,3.177306,3.009962
77949,IMU,-1256.460356,1756.802663,1745.436236,0.106973,0.208959,-0.962256,-0.137682,-4.959892,3.176554,3.010694
77950,DEPTH,-1256.459694,1756.802696,1745.437185,0.106955,0.208967,-0.962269,-0.137642,-4.959872,3.176557,3.011054
77951,IMU,-1256.509291,1756.834460,1745.467296,0.106909,0.209003,-0.962252,-0.137693,-4.959646,3.176293,3.011149
77952,IMU,-1256.558889,1756.866225,1745.497406,0.106841,0.208970,-0.962267,-0.137695,-4.959849,3.176600,3.010817
77953,IMU,-1256.608486,1756.897985,1745.527511,0.106850,0.208979,-0.962265,-0.137686,-4.959678,3.175549,3.010282
77954,DEPTH,-1256.608969,1756.897958,1745.526822,0.106863,0.208973,-0.962255,-0.137714,-4.959693,3.175547,3.010020
77955,IMU,-1256.658569,1756.929712,1745.556926,0.106852,0.208964,-0.962278,-0.137615,-4.960213,3.175162,3.010659
77956,IMU,-1256.708168,1756.961459,1745.587030,0.106941,0.209000,-0.962268,-0.137561,-4.959616,3.174307,3.010292
77957,IMU,-1256.757761,1756.993202,1745.617138,0.106887,0.209017,-0.962281,-0.137484,-4.959028,3.174167,3.011182
77958,DEPTH,-1256.757944,1756.993190,1745.616877,0.106892,0.209015,-0.962278,-0.137494,-4.959034,3.174166,3.011083
77959,IMU,-1256.807538,1757.024936,1745.646988,0.106918,0.209017,-0.962275,-0.137504,-4.959678,3.174929,3.011203
77960,IMU,-1256.857133,1757.056687,1745.677099,0.106949,0.209024,-0.962264,-0.137546,-4.959249,3.175337,3.010814
77961,IMU,-1256.906727,1757.088440,1745.707209,0.106980,0.209065,-0.962249,-0.137565,-4.959590,3.175218,3.011205
77962,DEPTH,-1256.906386,1757.088463,1745.707690,0.106971,0.209069,-0.962256,-0.137546,-4.959580,3.175220,3.011388
77963,IMU,-1256.955984,1757.120216,1745.737805,0.106942,0.209107,-0.962273,-0.137363,-4.959964,3.175336,3.011628
77964,IMU,-1257.005584,1757.151968,1745.767919,0.106942,0.209076,-0.962288,-0.137307,-4.959980,3.175064,3.011155
77965,IMU,-1257.055184,1757.183722,1745.798031,0.106879,0.209079,-0.962290,-0.137336,-4.960054,3.175850,3.011173
77966,DEPTH,-1257.055508,1757.183698,1745.797574,0.106887,0.209075,-0.962283,-0.137354,-4.960064,3.175848,3.010999
77967,IMU,-1257.105108,1757.215455,1745.827687,0.106830,0.209130,-0.962279,-0.137369,-4.959789,3.175453,3.011613
77968,IMU,-1257.154702,1757.247213,1745.857802,0.106778,0.209013,-0.962307,-0.137395,-4.959041,3.176214,3.011386
77969,IMU,-1257.204287,1757.278972,1745.887916,0.106823,0.208997,-0.962307,-0.137385,-4.958066,3.175636,3.011471
77970,DEPTH,-1257.204518,1757.278954,1745.887593,0.106829,0.208995,-0.962302,-0.137398,-4.958073,3.175635,3.011348
77971,IMU,-1257.254098,1757.310712,1745.917706,0.106817,0.208962,-0.962306,-0.137450,-4.957938,3.175907,3.011088
77972,IMU,-1257.303677,1757.342471,1745.947815,0.106810,0.208929,-0.962313,-0.137458,-4.957954,3.175962,3.010863
77973,IMU,-1257.353256,1757.374227,1745.977920,0.106764,0.208883,-0.962323,-0.137489,-4.957805,3.175200,3.010127
77974,DEPTH,-1257.352416,1757.374299,1745.979092,0.106745,0.208892,-0.962339,-0.137445,-4.957779,3.175205,3.010573
77975,IMU,-1257.401997,1757.406054,1746.009198,0.106758,0.208826,-0.962339,-0.137471,-4.958468,3.175891,3.010587
77976,IMU,-1257.451582,1757.437812,1746.039300,0.106822,0.208836,-0.962341,-0.137390,-4.958638,3.175662,3.009787
77977,IMU,-1257.501167,1757.469567,1746.069400,0.106772,0.208833,-0.962350,-0.137373,-4.958276,3.175291,3.010215
77978,DEPTH,-1257.500697,1757.469610,1746.070055,0.106761,0.208839,-0.962359,-0.137349,-4.958262,3.175294,3.010464
77979,IMU,-1257.550274,1757.501365,1746.100156,0.106737,0.208834,-0.962364,-0.137300,-4.957132,3.175782,3.009730
77980,IMU,-1257.599844,1757.533121,1746.130251,0.106813,0.208844,-0.962347,-0.137346,-4.956847,3.175373,3.009290
77981,IMU,-1257.649414,1757.564873,1746.160348,0.106924,0.208938,-0.962328,-0.137248,-4.957173,3.174995,3.010073
77982,DEPTH,-1257.649589,1757.564856,1746.160104,0.106928,0.208936,-0.962325,-0.137257,-4.957178,3.174994,3.009981
77983,IMU,-1257.699160,1757.596607,1746.190203,0.106944,0.208867,-0.962342,-0.137243,-4.956977,3.175245,3.009947
77984,IMU,-1257.748727,1757.628363,1746.220303,0.106904,0.208829,-0.962361,-0.137200,-4.956403,3.175828,3.009888
77985,IMU,-1257.798291,1757.660126,1746.250398,0.106947,0.208830,-0.962357,-0.137187,-4.956373,3.176825,3.009256
77986,DEPTH,-1257.798049,1757.660150,1746.250735,0.106942,0.208833,-0.962362,-0.137176,-4.956365,3.176826,3.009384
77987,IMU,-1257.847611,1757.691922,1746.280829,0.106999,0.208812,-0.962353,-0.137202,-4.956138,3.177575,3.009463
77988,IMU,-1257.897170,1757.723698,1746.310925,0.107034,0.208805,-0.962343,-0.137262,-4.955562,3.177726,3.009636
77989,IMU,-1257.946723,1757.755479,1746.341017,0.107038,0.208813,-0.962347,-0.137215,-4.955066,3.178343,3.008683
77990,DEPTH,-1257.946484,1757.755503,1746.341350,0.107033,0.208816,-0.962352,-0.137203,-4.955059,3.178344,3.008810
77991,IMU,-1257.996030,1757.787285,1746.371438,0.107100,0.208814,-0.962345,-0.137181,-4.954173,3.177909,3.008890
77992,IMU,-1258.045574,1757.819060,1746.401530,0.107158,0.208798,-0.962350,-0.137121,-4.954670,3.177140,3.009424
77993,IMU,-1258.095122,1757.850831,1746.431623,0.107158,0.208799,-0.962359,-0.137056,-4.954906,3.177152,3.009134
77994,DEPTH,-1258.096008,1757.850736,1746.430385,0.107177,0.208790,-0.962343,-0.137097,-4.954933,3.177147,3.008664
77995,IMU,-1258.145558,1757.882505,1746.460471,0.107091,0.208794,-0.962357,-0.137133,-4.955179,3.176664,3.008485
77996,IMU,-1258.195112,1757.914274,1746.490555,0.107052,0.208785,-0.962373,-0.137069,-4.955511,3.177299,3.008252
77997,IMU,-1258.244667,1757.946042,1746.520635,0.107078,0.208775,-0.962387,-0.136965,-4.955560,3.176297,3.007791
77998,DEPTH,-1258.243576,1757.946165,1746.522164,0.107055,0.208787,-0.962407,-0.136915,-4.955527,3.176303,3.008371
77999,IMU,-1258.293131,1757.977928,1746.552249,0.107013,0.208775,-0.962405,-0.136886,-4.955541,3.176442,3.008620
78000,IMU,-1258.342683,1758.009696,1746.582335,0.107048,0.208780,-0.962397,-0.136905,-4.954909,3.177062,3.008596
78001,IMU,-1258.392236,1758.041464,1746.612420,0.107063,0.208766,-0.962404,-0.136867,-4.955744,3.176469,3.008322
78002,DEPTH,-1258.392115,1758.041478,1746.612591,0.107061,0.208767,-0.962406,-0.136861,-4.955740,3.176469,3.008387
78003,IMU,-1258.441674,1758.073244,1746.642672,0.107089,0.208794,-0.962403,-0.136815,-4.956226,3.176746,3.007862
78004,IMU,-1258.491236,1758.105012,1746.672748,0.107140,0.208752,-0.962411,-0.136779,-4.956035,3.176829,3.007198
78005,IMU,-1258.540793,1758.136781,1746.702821,0.107235,0.208785,-0.962402,-0.136716,-4.955345,3.177034,3.007430
78006,DEPTH,-1258.541856,1758.136655,1746.701314,0.107257,0.208774,-0.962383,-0.136762,-4.955378,3.177028,3.006858
78007,IMU,-1258.591410,1758.168421,1746.731381,0.107246,0.208706,-0.962414,-0.136742,-4.955440,3.176177,3.006510
78008,IMU,-1258.640964,1758.200184,1746.761446,0.107172,0.208717,-0.962418,-0.136761,-4.955250,3.176407,3.006452
78009,IMU,-1258.690520,1758.231943,1746.791512,0.107137,0.208746,-0.962407,-0.136818,-4.955875,3.175369,3.006790
78010,DEPTH,-1258.690285,1758.231971,1746.791847,0.107132,0.208748,-0.962411,-0.136808,-4.955868,3.175370,3.006918
78011,IMU,-1258.739841,1758.263722,1746.821913,0.107083,0.208781,-0.962403,-0.136835,-4.955332,3.174828,3.006282
78012,IMU,-1258.789394,1758.295464,1746.851977,0.107080,0.208839,-0.962402,-0.136758,-4.955298,3.173557,3.006607
78013,IMU,-1258.838949,1758.327202,1746.882043,0.107072,0.208857,-0.962405,-0.136715,-4.955640,3.174039,3.006405
78014,DEPTH,-1258.839372,1758.327151,1746.881435,0.107081,0.208853,-0.962397,-0.136734,-4.955653,3.174037,3.006174
78015,IMU,-1258.888928,1758.358883,1746.911497,0.107024,0.208769,-0.962432,-0.136695,-4.955675,3.172496,3.006357
78016,IMU,-1258.938487,1758.390608,1746.941561,0.107005,0.208723,-0.962447,-0.136676,-4.956007,3.172461,3.006397
78017,IMU,-1258.988044,1758.422333,1746.971625,0.107050,0.208696,-0.962435,-0.136771,-4.955430,3.172528,3.006369
78018,DEPTH,-1258.986889,1758.422473,1746.973298,0.107026,0.208707,-0.962455,-0.136721,-4.955395,3.172535,3.007005
78019,IMU,-1259.036442,1758.454197,1747.003367,0.107069,0.208743,-0.962431,-0.136711,-4.955220,3.172263,3.006751
78020,IMU,-1259.085994,1758.485914,1747.033432,0.107142,0.208802,-0.962411,-0.136704,-4.955278,3.171224,3.006275
78021,IMU,-1259.135546,1758.517628,1747.063498,0.107182,0.208733,-0.962419,-0.136716,-4.955102,3.171608,3.006923
78022,DEPTH,-1259.135629,1758.517619,1747.063378,0.107184,0.208733,-0.962418,-0.136719,-4.955104,3.171607,3.006877
78023,IMU,-1259.185184,1758.549334,1747.093450,0.107027,0.208692,-0.962442,-0.136743,-4.955923,3.171427,3.007637
78024,IMU,-1259.234742,1758.581048,1747.123528,0.106992,0.208767,-0.962435,-0.136704,-4.955684,3.171369,3.007820
78025,IMU,-1259.284295,1758.612765,1747.153610,0.106949,0.208767,-0.962459,-0.136571,-4.954989,3.172101,3.008599
78026,DEPTH,-1259.284145,1758.612783,1747.153830,0.106945,0.208768,-0.962461,-0.136564,-4.954985,3.172102,3.008682
78027,IMU,-1259.333692,1758.644500,1747.183916,0.106863,0.208704,-0.962486,-0.136539,-4.954515,3.171335,3.008509
78028,IMU,-1259.383235,1758.676215,1747.213998,0.106742,0.208701,-0.962491,-0.136602,-4.953976,3.171551,3.007905
78029,IMU,-1259.432774,1758.707931,1747.244075,0.106718,0.208777,-0.962467,-0.136680,-4.953852,3.171654,3.007584
78030,DEPTH,-1259.433184,1758.707882,1747.243472,0.106726,0.208773,-0.962459,-0.136698,-4.953865,3.171652,3.007354
78031,IMU,-1259.482725,1758.739598,1747.273548,0.106806,0.208798,-0.962451,-0.136691,-4.954329,3.171504,3.007817
78032,IMU,-1259.532270,1758.771313,1747.303632,0.106864,0.208812,-0.962453,-0.136605,-4.954590,3.171522,3.009018
78033,IMU,-1259.581815,1758.803030,1747.333723,0.106785,0.208718,-0.962475,-0.136658,-4.954460,3.171764,3.009144
78034,DEPTH,-1259.581300,1758.803090,1747.334482,0.106774,0.208723,-0.962484,-0.136635,-4.954444,3.171767,3.009432
78035,IMU,-1259.630843,1758.834809,1747.364580,0.106788,0.208663,-0.962488,-0.136649,-4.954166,3.172039,3.010221
78036,IMU,-1259.680385,1758.866531,1747.394684,0.106754,0.208670,-0.962487,-0.136672,-4.954060,3.172341,3.010609
78037,IMU,-1259.729923,1758.898254,1747.424790,0.106702,0.208664,-0.962503,-0.136608,-4.953676,3.172336,3.010693
78038,DEPTH,-1259.730259,1758.898215,1747.424296,0.106709,0.208661,-0.962497,-0.136623,-4.953686,3.172334,3.010506
78039,IMU,-1259.779793,1758.929939,1747.454400,0.106778,0.208641,-0.962493,-0.136653,-4.953170,3.172507,3.010243
78040,IMU,-1259.829323,1758.961666,1747.484499,0.106797,0.208589,-0.962498,-0.136682,-4.952797,3.172916,3.009559
78041,IMU,-1259.878852,1758.993392,1747.514592,0.106766,0.208718,-0.962486,-0.136596,-4.953019,3.172335,3.009083
78042,DEPTH,-1259.878514,1758.993432,1747.515089,0.106760,0.208722,-0.962492,-0.136581,-4.953009,3.172337,3.009272
78043,IMU,-1259.928045,1759.025158,1747.545179,0.106729,0.208687,-0.962492,-0.136634,-4.953110,3.172752,3.008819
78044,IMU,-1259.977572,1759.056882,1747.575270,0.106709,0.208625,-0.962506,-0.136640,-4.952277,3.172204,3.009387
78045,IMU,-1260.027090,1759.088607,1747.605364,0.106643,0.208648,-0.962507,-0.136654,-4.951389,3.172641,3.009324
78046,DEPTH,-1260.027581,1759.088549,1747.604643,0.106653,0.208643,-0.962498,-0.136675,-4.951404,3.172639,3.009050
78047,IMU,-1260.077094,1759.120280,1747.634734,0.106615,0.208561,-0.962534,-0.136615,-4.951187,3.173717,3.009152
78048,IMU,-1260.126607,1759.152021,1747.664825,0.106612,0.208501,-0.962544,-0.136638,-4.951529,3.174431,3.009162
78049,IMU,-1260.176124,1759.183764,1747.694916,0.106576,0.208561,-0.962531,-0.136668,-4.951799,3.174188,3.009074
78050,DEPTH,-1260.177309,1759.183623,1747.693174,0.106599,0.208549,-0.962509,-0.136720,-4.951835,3.174182,3.008412
78051,IMU,-1260.226828,1759.215371,1747.723257,0.106635,0.208586,-0.962511,-0.136724,-4.951974,3.175323,3.008184
78052,IMU,-1260.276344,1759.247124,1747.753340,0.106514,0.208570,-0.962529,-0.136713,-4.951219,3.175325,3.008347
78053,IMU,-1260.325858,1759.278875,1747.783424,0.106589,0.208468,-0.962540,-0.136732,-4.951580,3.174861,3.008468
78054,DEPTH,-1260.324980,1759.278981,1747.784716,0.106572,0.208477,-0.962556,-0.136694,-4.951553,3.174866,3.008959
78055,IMU,-1260.374496,1759.310729,1747.814805,0.106497,0.208438,-0.962554,-0.136752,-4.951468,3.174692,3.008824
78056,IMU,-1260.424013,1759.342473,1747.844895,0.106405,0.208546,-0.962554,-0.136659,-4.952004,3.174135,3.009273
78057,IMU,-1260.473530,1759.374212,1747.874989,0.106465,0.208512,-0.962552,-0.136680,-4.951358,3.173613,3.009559
78058,DEPTH,-1260.473695,1759.374191,1747.874746,0.106469,0.208510,-0.962549,-0.136688,-4.951363,3.173612,3.009466
78059,IMU,-1260.523209,1759.405925,1747.904835,0.106452,0.208560,-0.962556,-0.136590,-4.951415,3.173196,3.008472
78060,IMU,-1260.572725,1759.437654,1747.934920,0.106442,0.208623,-0.962562,-0.136459,-4.951625,3.172520,3.008438
78061,IMU,-1260.622242,1759.469377,1747.965005,0.106376,0.208615,-0.962568,-0.136478,-4.951783,3.172032,3.008626
78062,DEPTH,-1260.622762,1759.469313,1747.964239,0.106386,0.208610,-0.962559,-0.136500,-4.951798,3.172029,3.008334
78063,IMU,-1260.672278,1759.501030,1747.994325,0.106405,0.208600,-0.962567,-0.136489,-4.951493,3.171270,3.008926
78064,IMU,-1260.721793,1759.532745,1748.024416,0.106298,0.208608,-0.962560,-0.136606,-4.951461,3.171708,3.009325
78065,IMU,-1260.771307,1759.564457,1748.054507,0.106396,0.208573,-0.962550,-0.136656,-4.951384,3.170766,3.008903
78066,DEPTH,-1260.770426,1759.564564,1748.055804,0.106379,0.208582,-0.962566,-0.136618,-4.951358,3.170771,3.009396
78067,IMU,-1260.819941,1759.596275,1748.085903,0.106336,0.208623,-0.962542,-0.136686,-4.951618,3.171494,3.010266
78068,IMU,-1260.869456,1759.627991,1748.116003,0.106267,0.208652,-0.962547,-0.136654,-4.951357,3.171673,3.009723
78069,IMU,-1260.918972,1759.659704,1748.146101,0.106258,0.208597,-0.962549,-0.136736,-4.951888,3.170961,3.010067
78070,DEPTH,-1260.919299,1759.659665,1748.145621,0.106264,0.208594,-0.962543,-0.136751,-4.951897,3.170960,3.009884
78071,IMU,-1260.968825,1759.691372,1748.175720,0.106275,0.208520,-0.962547,-0.136854,-4.953209,3.170464,3.009941
78072,IMU,-1261.018357,1759.723073,1748.205812,0.106297,0.208552,-0.962527,-0.136929,-4.953182,3.169800,3.008534
78073,IMU,-1261.067885,1759.754773,1748.235895,0.106230,0.208526,-0.962537,-0.136945,-4.952392,3.170132,3.007989
78074,DEPTH,-1261.068693,1759.754677,1748.234709,0.106245,0.208518,-0.962523,-0.136980,-4.952416,3.170128,3.007538
78075,IMU,-1261.118217,1759.786375,1748.264782,0.106256,0.208548,-0.962521,-0.137009,-4.952481,3.169426,3.007104
78076,IMU,-1261.167739,1759.818070,1748.294850,0.106215,0.208529,-0.962528,-0.137020,-4.951976,3.169630,3.006478
78077,IMU,-1261.217255,1759.849767,1748.324913,0.106192,0.208490,-0.962549,-0.136946,-4.951219,3.169831,3.006248
78078,DEPTH,-1261.217274,1759.849765,1748.324886,0.106193,0.208490,-0.962549,-0.136947,-4.951220,3.169831,3.006238
78079,IMU,-1261.266784,1759.881463,1748.354950,0.106221,0.208465,-0.962545,-0.136993,-4.950881,3.169596,3.006415
78080,IMU,-1261.316292,1759.913154,1748.385015,0.106209,0.208478,-0.962538,-0.137028,-4.950611,3.168641,3.006702
78081,IMU,-1261.365797,1759.944835,1748.415080,0.106243,0.208450,-0.962533,-0.137082,-4.950393,3.167656,3.006164
78082,DEPTH,-1261.365729,1759.944843,1748.415180,0.106241,0.208451,-0.962534,-0.137079,-4.950391,3.167656,3.006202
78083,IMU,-1261.415231,1759.976517,1748.445244,0.106191,0.208573,-0.962513,-0.137077,-4.950079,3.167104,3.006560
78084,IMU,-1261.464730,1760.008185,1748.475313,0.106199,0.208471,-0.962539,-0.137039,-4.949747,3.166592,3.007247
78085,IMU,-1261.514227,1760.039850,1748.505386,0.106254,0.208492,-0.962530,-0.137027,-4.949550,3.166312,3.007383
78086,DEPTH,-1261.514473,1760.039824,1748.505021,0.106259,0.208489,-0.962526,-0.137039,-4.949557,3.166311,3.007244
78087,IMU,-1261.563966,1760.071485,1748.535093,0.106253,0.208575,-0.962512,-0.137028,-4.949199,3.165927,3.007176
78088,IMU,-1261.613459,1760.103140,1748.565162,0.106280,0.208572,-0.962514,-0.137001,-4.949374,3.165081,3.006504
78089,IMU,-1261.662956,1760.134789,1748.595221,0.106241,0.208615,-0.962498,-0.137079,-4.950002,3.164838,3.005366
78090,DEPTH,-1261.663344,1760.134751,1748.594644,0.106248,0.208611,-0.962490,-0.137098,-4.950014,3.164836,3.005147
78091,IMU,-1261.712842,1760.166396,1748.624696,0.106292,0.208562,-0.962491,-0.137167,-4.949536,3.164074,3.005246
78092,IMU,-1261.762338,1760.198037,1748.654749,0.106303,0.208557,-0.962494,-0.137144,-4.949732,3.164137,3.005418
78093,IMU,-1261.811834,1760.229675,1748.684800,0.106323,0.208592,-0.962488,-0.137119,-4.949532,3.163502,3.004709
78094,DEPTH,-1261.811773,1760.229681,1748.684891,0.106321,0.208593,-0.962489,-0.137116,-4.949530,3.163502,3.004744
78095,IMU,-1261.861268,1760.261317,1748.714938,0.106270,0.208590,-0.962503,-0.137056,-4.949497,3.163834,3.004587
78096,IMU,-1261.910763,1760.292951,1748.744986,0.106274,0.208627,-0.962487,-0.137113,-4.949342,3.162997,3.004935
78097,IMU,-1261.960256,1760.324584,1748.775032,0.106308,0.208631,-0.962483,-0.137106,-4.949286,3.163486,3.004262
78098,DEPTH,-1261.961546,1760.324479,1748.773093,0.106334,0.208617,-0.962458,-0.137176,-4.949325,3.163480,3.003524
78099,IMU,-1262.011037,1760.356110,1748.803132,0.106299,0.208718,-0.962463,-0.137123,-4.948841,3.162607,3.004084
78100,IMU,-1262.060520,1760.387734,1748.833176,0.106296,0.208695,-0.962469,-0.137114,-4.947776,3.162245,3.004761
78101,IMU,-1262.109994,1760.419356,1748.863223,0.106316,0.208707,-0.962473,-0.137056,-4.947162,3.162035,3.004755
78102,DEPTH,-1262.109407,1760.419397,1748.864109,0.106304,0.208713,-0.962484,-0.137023,-4.947144,3.162038,3.005093
78103,IMU,-1262.158881,1760.451015,1748.894163,0.106284,0.208655,-0.962496,-0.137000,-4.947643,3.161589,3.005637
78104,IMU,-1262.208351,1760.482629,1748.924223,0.106263,0.208650,-0.962503,-0.136975,-4.946403,3.161215,3.006281
78105,IMU,-1262.257815,1760.514246,1748.954287,0.106269,0.208700,-0.962495,-0.136947,-4.946332,3.162097,3.006680
78106,DEPTH,-1262.258962,1760.514176,1748.952560,0.106292,0.208687,-0.962472,-0.137015,-4.946366,3.162092,3.006021
78107,IMU,-1262.308424,1760.545799,1748.982619,0.106422,0.208717,-0.962472,-0.136967,-4.946088,3.162482,3.005780
78108,IMU,-1262.357886,1760.577421,1749.012678,0.106492,0.208661,-0.962472,-0.136995,-4.946302,3.161916,3.006108
78109,IMU,-1262.407350,1760.609040,1749.042741,0.106474,0.208596,-0.962483,-0.137030,-4.946464,3.162033,3.006422
78110,DEPTH,-1262.407507,1760.609032,1749.042506,0.106477,0.208594,-0.962480,-0.137040,-4.946469,3.162032,3.006332
78111,IMU,-1262.456970,1760.640650,1749.072571,0.106476,0.208598,-0.962462,-0.137170,-4.946145,3.161605,3.006799
78112,IMU,-1262.506428,1760.672264,1749.102641,0.106474,0.208656,-0.962447,-0.137190,-4.945600,3.161132,3.007103
78113,IMU,-1262.555880,1760.703876,1749.132710,0.106455,0.208616,-0.962462,-0.137160,-4.944653,3.161237,3.006698
78114,DEPTH,-1262.556520,1760.703848,1749.131754,0.106468,0.208608,-0.962449,-0.137201,-4.944672,3.161234,3.006333
78115,IMU,-1262.605964,1760.735459,1749.161818,0.106488,0.208614,-0.962454,-0.137195,-4.944082,3.161021,3.006482
78116,IMU,-1262.655403,1760.767073,1749.191886,0.106441,0.208572,-0.962465,-0.137216,-4.943629,3.161796,3.007073
78117,IMU,-1262.704838,1760.798689,1749.221953,0.106447,0.208594,-0.962459,-0.137226,-4.943446,3.161410,3.006380
78118,DEPTH,-1262.704547,1760.798700,1749.222385,0.106441,0.208597,-0.962465,-0.137207,-4.943437,3.161411,3.006544
78119,IMU,-1262.753984,1760.830316,1749.252452,0.106423,0.208580,-0.962456,-0.137284,-4.944068,3.161913,3.006964
78120,IMU,-1262.803425,1760.861931,1749.282518,0.106403,0.208642,-0.962445,-0.137286,-4.944090,3.161086,3.006230
78121,IMU,-1262.852862,1760.893544,1749.312578,0.106420,0.208682,-0.962440,-0.137244,-4.943273,3.161424,3.005707
78122,DEPTH,-1262.852034,1760.893566,1749.313796,0.106403,0.208692,-0.962457,-0.137188,-4.943248,3.161428,3.006172
78123,IMU,-1262.901465,1760.925176,1749.343860,0.106398,0.208654,-0.962461,-0.137155,-4.943035,3.160522,3.006743
78124,IMU,-1262.950893,1760.956781,1749.373929,0.106341,0.208600,-0.962483,-0.137128,-4.942482,3.160439,3.007048
78125,IMU,-1263.000316,1760.988381,1749.403999,0.106346,0.208631,-0.962472,-0.137151,-4.942097,3.159533,3.006953
78126,DEPTH,-1263.000449,1760.988378,1749.403804,0.106349,0.208630,-0.962470,-0.137161,-4.942101,3.159532,3.006878
78127,IMU,-1263.049866,1761.019975,1749.433875,0.106269,0.208668,-0.962475,-0.137138,-4.941318,3.159901,3.007133
78128,IMU,-1263.099281,1761.051573,1749.463950,0.106314,0.208709,-0.962467,-0.137095,-4.941595,3.159542,3.008005
78129,IMU,-1263.148698,1761.083164,1749.494033,0.106427,0.208722,-0.962455,-0.137076,-4.941902,3.158778,3.008598
78130,DEPTH,-1263.148009,1761.083171,1749.495031,0.106411,0.208730,-0.962469,-0.137026,-4.941881,3.158781,3.008979
78131,IMU,-1263.197423,1761.114760,1749.525115,0.106431,0.208715,-0.962476,-0.136936,-4.940915,3.159125,3.007709
78132,IMU,-1263.246828,1761.146346,1749.555189,0.106502,0.208808,-0.962443,-0.136966,-4.940170,3.157998,3.007200
78133,IMU,-1263.296230,1761.177930,1749.585264,0.106493,0.208737,-0.962451,-0.137024,-4.940298,3.158790,3.007707
78134,DEPTH,-1263.295792,1761.177930,1749.585891,0.106484,0.208742,-0.962461,-0.136991,-4.940284,3.158792,3.007947
78135,IMU,-1263.345200,1761.209517,1749.615971,0.106477,0.208731,-0.962460,-0.136983,-4.941237,3.158621,3.008007
78136,IMU,-1263.394612,1761.241104,1749.646047,0.106400,0.208695,-0.962480,-0.136956,-4.941125,3.158812,3.007207
78137,IMU,-1263.444020,1761.272689,1749.676118,0.106309,0.208712,-0.962505,-0.136827,-4.940640,3.158022,3.006875
78138,DEPTH,-1263.444573,1761.272694,1749.675331,0.106321,0.208704,-0.962493,-0.136870,-4.940657,3.158020,3.006575
